Time,Actual,Predicted
23.13,14.354459,13.75321
69.75,31.13,29.742407
165.83003,39.27,38.68869
9.91,2.702112,2.4371681
13.479999,5.43,5.1265645
11.940001,13.883904,15.007566
2162.98,47.88,48.810608
2887.6003,42.19,41.44064
23.99,18.46,19.052664
2887.6003,42.19,44.630184
13.079999,14.360791,13.02293
10.03,12.7,10.183836
8.03,7.03,6.612668
13.059999,11.72,11.510572
5.9600005,0.92,0.41712075
10.0,4.06,2.901341
24.990002,18.46,21.12312
17.95,14.75,14.77847
338.94992,39.990856,41.27277
21.890001,24.82,22.407578
70.33001,29.82,31.513748
5.89,0.5833333,0.5495501
8019.77,53.633335,54.120975
169.79997,35.68,36.620853
10.919999,3.25824,3.1205888
14.08,11.626889,11.017786
22.120003,18.234043,17.67763
16.09,15.650447,15.650134
169.21002,31.68,31.138184
4443.741,52.89,52.54525
9.9800005,10.95,10.943865
22.98,11.63,11.163231
73.51,29.42,32.53389
11.03,13.669248,13.297482
9.9800005,13.08,12.238977
18.960001,10.81,10.72716
23.839998,6.5692344,6.2946725
18.1,16.511646,16.702423
14.800001,4.4822855,4.248539
8020.168,18.416666,19.194324
13.079999,14.360791,15.282822
4298.9214,49.2,49.818993
25.34,14.943012,12.35121
22.120003,14.0500555,13.84838
2886.7703,17.312,17.92938
11.81,1.72,1.3931926
169.79997,35.68,37.125347
73.51,29.42,29.466692
9.9800005,12.7,12.08214
69.73999,31.13,32.213314
7.8099995,1.41,1.7237602
23.99,18.46,16.345947
73.52998,10.528457,11.516548
22.680002,22.91,24.140112
7.98,6.57,9.040421
4373.9214,19.36457,19.473543
9.809999,2.67,2.9015534
20.109999,17.372845,20.039871
7.9399996,2.24,2.3956747
10.81,1.64,1.2492846
21.829998,4.4696584,4.655957
12.070002,13.928049,14.499998
8020.902,49.9,50.385178
19.960001,15.99,15.77776
13.930001,9.67,9.374447
10.03,13.433362,11.098957
4373.571,45.243427,47.38961
21.98,17.23,15.850325
672.13995,38.606667,38.458973
8.02,8.933609,7.8590612
8.02,8.933609,10.455662
20.969997,16.61,17.196087
6.8099995,1.14,0.9495618
4373.9214,19.36457,20.37407
19.960001,15.99,15.465815
26.8,9.81,10.54897
7.0200005,4.04,4.550064
20.109999,17.372845,17.184113
13.8,4.2514286,3.9096463
7.9000006,1.3034743,1.4840505
8.02,7.12,6.972887
14.08,14.789248,13.742191
8.02,7.12,5.9521275
6.0299997,2.48,2.469324
6.0099998,3.0833416,4.221529
13.930001,12.41,12.009085
338.94992,39.990856,40.68938
6.0099998,3.2866666,3.365971
15.800001,3.0978334,3.0753932
20.969997,16.61,16.422281
19.11,16.944387,17.729498
10.03,9.65,7.754368
5.99,0.92,1.5226468
2886.7703,17.312,19.693138
14.940001,13.1,12.908348
6.8099995,0.7,0.6591974
73.55,29.42,30.707117
19.82,4.0123835,4.1593494
6.0099998,2.97,1.6156427
24.140003,19.061207,19.257168
11.03,13.669248,12.843571
8568.469,55.27,53.590385
4443.0293,44.78,45.443607
6.9,0.9433333,0.802478
9.030001,8.39,8.607304
19.960001,11.02,11.230732
4374.568,45.78,47.59007
10.03,9.1,8.920922
7.9000006,1.3034743,1.6478119
22.120003,14.0500555,13.872152
5.9500003,2.59,1.9688594
12.110002,9.38,9.616594
6.0099998,3.2866666,3.8639815
73.98999,26.4672,26.570698
673.2299,34.82,40.058323
7.8099995,1.41,1.6176922
8.02,7.12,6.1955075
5.99,0.92,1.3214484
10.03,9.65,8.373606
5.98,2.59,2.1325536
13.930001,12.41,12.051748
8423.488,55.87,57.985233
7.0200005,5.04,5.3779907
19.82,5.6411886,6.0043488
12.070002,11.021097,10.790889
672.13995,41.52,41.208214
5.0099998,0.89,0.40925342
13.059999,9.53,10.377064
19.82,5.6411886,5.8857536
12.110002,11.03,10.63179
15.940001,13.79,13.67585
23.839998,6.5692344,6.3384786
5.0099998,0.89,1.0365922
73.98999,26.4672,26.156385
169.21002,31.68,31.216684
25.800001,13.79,13.102701
338.94992,39.990856,38.943718
17.95,14.75,14.901173
7.9000006,1.3034743,1.7539016
339.21994,14.722285,13.921234
20.830002,5.8743544,6.132061
23.13,18.666784,18.981241
18.960001,15.37,15.697664
5.89,0.5833333,1.1904149
11.919999,3.7930973,3.9002907
23.839998,6.5692344,6.7191415
13.8,4.2514286,3.5303514
12.79,4.018263,4.810084
19.960001,15.99,15.834345
5.99,0.92,1.1502731
165.83003,36.39,36.048622
13.479999,5.43,5.0098143
22.120003,18.234043,18.447315
10.03,9.65,10.473263
15.810001,4.7154512,4.222925
8.910001,1.9903406,2.23338
23.99,18.46,18.684278
672.21014,44.39,45.17351
168.60999,32.99,34.12935
21.12,17.805586,18.426426
24.849998,6.6756287,6.5230255
21.12,17.805586,17.972633
5.8100004,0.86,1.2183744
22.24,11.89,14.17914
6.0,2.14,2.556698
8.03,7.03,9.173667
70.36,29.82,32.403812
8.809999,2.04,2.2158866
18.82,5.4103312,5.1160564
16.09,15.650447,17.024164
13.059999,11.72,11.62837
26.8,13.79,13.174265
24.849998,6.6756287,6.4156094
23.13,18.666784,18.215866
24.140003,19.061207,19.466026
169.21002,33.97,36.107246
19.960001,15.99,15.565853
165.83003,36.39,34.591225
11.04,10.34,9.76819
14.800001,4.4822855,4.7844486
10.03,10.25,10.433329
338.94992,39.990856,39.80961
23.839998,6.5692344,6.5768285
12.110002,11.03,10.711443
6.9,0.91193146,1.1742318
8.05,5.45,6.1476016
4442.9995,43.85,46.946487
6.0099998,3.0833416,4.2057524
17.81,5.1771655,5.2182407
24.849998,6.6756287,6.880929
22.839998,6.338377,6.3761835
23.13,18.666784,18.479748
17.099998,16.083189,16.436035
672.39,15.669943,15.624193
10.81,3.59,3.5289245
672.21014,44.39,44.870876
9.809999,2.67,2.6247754
18.960001,15.37,15.091109
24.990002,18.46,17.253862
18.1,16.511646,16.308361
73.52998,10.528457,10.61672
12.070002,13.928049,15.4324665
2887.6003,42.19,44.91972
5.99,0.92,1.2308732
21.98,17.23,16.34135
6.8099995,1.14,1.592403
5.0099998,0.89,0.608841
12.810001,5.43,5.441642
6.0099998,3.0833416,2.7499037
12.79,4.018263,4.497286
17.099998,16.083189,16.379251
5.98,1.4,2.1662166
10.03,13.433362,12.246062
2886.4302,36.2,39.33711
19.11,16.944387,17.092144
20.109999,17.372845,16.817991
6.8099995,1.14,1.6714907
73.98999,26.306667,26.740623
15.800001,3.0978334,2.9309497
7.0200005,5.04,4.8479967
9.030001,8.39,7.711857
9.9800005,13.08,11.226187
22.680002,22.91,25.026148
17.099998,16.083189,16.762619
17.81,3.5551083,3.9694757
168.60999,32.99,33.72003
15.940001,13.79,13.812963
9.809999,2.67,2.980711
2886.4302,43.84,46.104183
14.940001,13.1,13.92902
669.7299,47.26,46.445305
4298.9214,49.2,48.197273
19.11,13.142875,13.887959
18.82,3.7848833,4.100441
339.98996,35.55,35.095573
22.120003,18.234043,17.968967
17.81,5.1771655,4.8785515
13.8,4.2514286,3.9920003
10.81,3.59,2.8993227
11.04,10.34,9.270805
7.01,6.0003705,4.765238
22.680002,22.91,22.488802
23.99,11.83,11.285343
21.98,17.23,17.601412
671.44,40.15,43.45577
169.79997,35.68,36.754753
22.98,17.84,17.628426
11.04,10.34,9.71458
9.9800005,12.7,10.533339
669.79987,43.24,44.432472
6.8099995,1.14,2.294474
5.89,0.55954283,0.6359622
339.98996,35.55,34.523113
2189.6497,47.09,48.37613
10.03,13.433362,12.662923
7.01,6.0003705,6.773219
165.83003,36.39,38.3988
